url,id,name,address,website,phone_number,categories
https://www.bbb.org/ca/bc/whistler/profile/property-management/nestaide-management-ltd-0037-2431134,2431134,NestAide Management Ltd,"202 2021 Karen Cr, Whistler, BC V8E 0H1",https://www.nestaide.com/,,"Property Management,Cleaning Services,Commercial Cleaning Services,Property Maintenance,Search Engine Marketing"
https://www.bbb.org/ca/bc/whistler/profile/design-contractor/coastal-design-contracting-ltd-0037-1383816,1383816,Coastal Design Contracting Ltd.,"208 1420 Alpha Lake Rd, Whistler, BC V8E 0R8",https://www.coastaldesigncontracting.com/,(604) 345-9101,"Design Contractor,Bathroom Remodel,Remodel Contractors,Kitchen Remodel,Remodeling,Basement Remodeling,Home Renovation,Garage Remodel"
https://www.bbb.org/ca/bc/whistler/profile/glass-company/whistler-glass-ltd-0037-1254648,1254648,Whistler Glass Ltd.,"1 1314 Alpha Lake Rd, Whistler, BC V0N 1B1",http://whistlerglass.com,(604) 932-1132,"Glass Company,Screen Enclosures,Window Glass,Windshield Repair,Glass Repair,Shower Doors,Auto Maintenance,Home Maintenance,Skylights,Window Screens"
https://www.bbb.org/ca/bc/west-kelowna/profile/window-glass/crystal-glass-canada-ltd-0037-2412386,2412386,Crystal Glass Canada Ltd.,"1828 Byland Rd, West Kelowna, BC V1Z 1A9",https://www.crystalglass.ca,(250) 769-1919,"Window Glass,Window Repair,Windshield Repair,Glass Repair,Glass Company,Shower Doors,Tempered Glass,Beveled Glass,Mirrors"
https://www.bbb.org/ca/bc/west-kelowna/profile/solar-energy-design/ips-integrated-power-systems-inc-0037-1251005,1251005,IPS Integrated Power Systems Inc.,"101 2387 Dominion Rd, West Kelowna, BC V1Z 2Y4",https://ipwr.net,(250) 769-2843,"Solar Energy Design,Electrical Contractors,Solar Energy Contractors,Commercial Contractors,Solar Energy Product Services,Solar Energy Products,Consultant,Industrial Contractors"
https://www.bbb.org/ca/bc/west-vancouver/profile/electrician/core-electric-services-ltd-0037-1265067,1265067,Core Electric Services Ltd.,", West Vancouver, BC V7V 3H7",http://core-electric.com,(604) 291-0609,"Electrician,Construction Services,Electrical Contractors,Remodeling,Home Renovation,Electrical Wiring,Landscape Lighting,Commercial Electrician,Electrical,Telephones"
https://www.bbb.org/ca/bc/west-kelowna/profile/window-cleaning/all-star-window-cleaning-0037-2431408,2431408,All Star Window Cleaning,", West Kelowna, BC V4T 2C1",https://allstarwindowcleaning.ca/,(250) 864-8848,"Window Cleaning,Gutter Cleaning,Pressure Washing"
https://www.bbb.org/ca/bc/west-vancouver/profile/direct-mail-advertising/prospects-influential-list-brokers-0037-1253797,1253797,Prospects Influential List Brokers,"207 1425 Marine Dr, West Vancouver, BC V7T 1B9",http://prospectsinfluential.com,(800) 352-2282,"Direct Mail Advertising,Digital Marketing,Mailing Lists,Email Marketing"
https://www.bbb.org/ca/bc/west-kelowna/profile/heating-and-air-conditioning/interior-energy-air-div-of-interior-technical-services-0037-1228805,1228805,Interior Energy & Air Div. of Interior Technical Services,"3573 Lansbury Way, West Kelowna, BC V4T 1C5",http://interiorenergyandair.ca,(250) 870-9148,"Heating and Air Conditioning,Air Conditioning Contractor,Pool Service,Air Conditioning Repair,Furnace Repair,Boiler Repair,Radiant Heat,Heating Equipment,Pool Leak Repair,Snow Melting Systems"
https://www.bbb.org/ca/bc/west-kelowna/profile/online-retailer/enlight-designs-0037-1379199,1379199,Enlight Designs,"1419 Hudson Rd, West Kelowna, BC V1Z 1A5",https://enlightdesigns.com,(250) 801-9184,"Online Retailer,Leather Goods Repair,Leather,Accessories,Wood Engraver,Custom Service,Glass Engravers,Belts"
https://www.bbb.org/ca/bc/victoria/profile/window-installation/enerheat-windows-cornerstone-renovations-gibson-construction-0047-578,578,Enerheat Windows / Cornerstone Renovations / Gibson Construction,"2044 Lorne Terr, Victoria, BC V8S 2H8",https://www.enerheatwindows.ca,(250) 382-1224,"Window Installation,General Contractor,Construction Services,Concrete Contractors,Home Improvement,Bathroom Remodel,Patios and Decks,Remodel Contractors,Windows,Building Contractors"
https://www.bbb.org/ca/bc/victoria/profile/window-glass/allied-glass-aluminum-products-2007-ltd-0047-2203,2203,Allied Glass & Aluminum Products (2007) Ltd.,"561 David St, Victoria, BC V8T 2C7",https://www.alliedglass.ca,(250) 388-5108,"Window Glass,Windows,Window Installation,Window and Door Installation,Window Repair,Doors,Sunroom Construction,Awnings,Patio Enclosures,Door Installation"
https://www.bbb.org/ca/bc/victoria/profile/window-glass/first-response-glass-ltd-0047-10785,10785,First Response Glass Ltd.,"2 - 4217 Glanford Ave, Victoria, BC V8Z 4B9",https://firstresponseglass.ca,(250) 383-9300,"Window Glass,Glass Company,Shower Doors,Shower Enclosures,Plate Glass"
https://www.bbb.org/ca/bc/victoria/profile/window-cleaning/510-window-cleaning-victoria-0047-235963422,235963422,510 Window Cleaning Victoria,"V8T1H9, Victoria, BC V8T 1H9",https://510windows.ca/,(250) 252-5364,"Window Cleaning,Gutter Cleaning,Pressure Washing,Roof Cleaning,Pressure Washer,Soft Washing"
https://www.bbb.org/ca/bc/victoria/profile/vitamins-and-supplements/lifestyle-markets-select-stores-0047-9105,9105,Lifestyle Markets & Select Stores,"2950 Douglas St, Victoria, BC V8T 4N4",https://lifestylemarkets.com/,(250) 384-3388,"Vitamins and Supplements,Health Products,Skin Care,Organic Food,Organic Products,Green Products"
https://www.bbb.org/ca/bc/victoria/profile/vacuum-cleaners-repair/royal-oak-vacuums-sales-service-0047-18617,18617,Royal Oak Vacuums Sales & Service,"104 - 4480 West Saanich Rd, Victoria, BC V8Z 3E9",https://www.royaloakvacuums.ca,(250) 881-1800,"Vacuum Cleaners Repair,Vacuum Cleaners,Vacuum Cleaning Systems,Vacuum Cleaners Parts,Commercial Vacuum Cleaners,Vacuum Systems,Central Vacuum System"
https://www.bbb.org/ca/bc/victoria/profile/sewer-cleaning/london-rooter-ltd-0047-90004411,90004411,London Rooter Ltd.,"962 Darwin Ave, Victoria, BC V8X 2X9",https://londonrooter.com,(250) 883-7964,"Sewer Cleaning,Building Contractors,Drainage Contractors,Driveway Installation,Basement Waterproofing,Water and Sewer Line Protection,Sewer Inspection,Bins"
https://www.bbb.org/ca/bc/victoria/profile/security-guards/onward-security-0047-235973591,235973591,Onward Security,", Victoria, BC V8Z 7X2",https://onwardsecurity.ca,(604) 358-7787,"Security Guards,Personal Security Guard,Security"
https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/go-more-roofing-0047-235954155,235954155,Go-More Roofing,"1145 Roy Rd, Victoria, BC V8Z 2X5",https://www.facebook.com/gomoreroofing,(250) 508-0339,"Roofing Contractors,Metal Roofing Contractors,Commercial Roofing,Flat Roofing Contractors,Roofing Consultants,Tile Roofing Contractors,Roofing Materials,Roof Leak Repair,Roof Inspection,Roof Structure"
https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/noble-roofing-ltd-0047-235973831,235973831,Noble Roofing Ltd.,"569 Cairndale Rd, Victoria, BC V9C 2R1",https://nobleroofing.ca,(250) 686-4500,"Roofing Contractors,Metal Roofing Contractors,Gutter Cleaning,Flat Roofing Contractors,Roofing Consultants,Roofing Materials,Roof Inspection,Shingles,Skylights,Residential Roofing"
https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/vintage-roofing-ltd-0047-34745,34745,Vintage Roofing Ltd.,"744 Cordova Bay Rod, Victoria, BC V8Y 1R1",https://vintageroofing.ca,(250) 889-1117,"Roofing Contractors,Gutters,Gutter Cleaning,Drainage Contractors,Window Cleaning,Commercial Roofing,Flat Roofing Contractors,Roofing Consultants,Roof Leak Repair,Skylights"
https://www.bbb.org/ca/bc/victoria/profile/roofing-contractors/albcanada-construction-0047-235974406,235974406,ALBCANADA Construction,", Victoria, BC V8X 2L3",https://www.albcanada.ca,(250) 918-5591,"Roofing Contractors,Metal Roofing Contractors,Gutter Cleaning,Commercial Roofing,Flat Roofing Contractors,Roofing Consultants,Skylights,Gutter Contractor,Gutter Installation,Residential Roofing"
https://www.bbb.org/ca/bc/vancouver/profile/handyman/deanpatrick-handyman-ltd-0037-2425966,2425966,DeanPatrick Handyman Ltd.,"1178 E 18 Ave, Vancouver, BC V5V 1H2",https://deanpatrickhandyman.com,(604) 798-8089,"Handyman,Residential General Contractor,Drywall Repair"
https://www.bbb.org/ca/bc/vancouver/profile/hair-styling/catz-hair-lair-0037-1256215,1256215,Catz Hair-Lair,"1280 Commercial Dr, Vancouver, BC V5L 3X4",https://catzhair1.wixsite.com/catzhairlair,(604) 873-4558,"Hair Styling,Hair Care,Hair Salon"
https://www.bbb.org/ca/bc/vancouver/profile/graphic-printing/blast-media-print-corp-0037-1258535,1258535,Blast Media Print Corp.,"D 81 W Pender St, Vancouver, BC V6B 1R3",https://www.blastmediainc.com,(877) 967-7468,"Graphic Printing,Signs,Digital Advertising,Advertising,Flags,Outdoor Advertising,Promotional Items,Tents,Vehicle Wrap,Transit Advertising"
https://www.bbb.org/ca/bc/vancouver/profile/general-contractor/oxford-construction-ltd-0037-185837,185837,Oxford Construction Ltd.,"3214 W 23 Ave, Vancouver, BC V6L 1P8",http://oxfordconstruction.ca,(604) 738-0605,"General Contractor,Construction Services,Remodel Contractors,Remodeling,Home Renovation,Commercial Contractors,Home Additions,Residential General Contractor,Commercial General Contractor"
https://www.bbb.org/ca/bc/vancouver/profile/general-contractor/platinum-finishing-0037-1365038,1365038,Platinum Finishing,"1985 Nassau Dr, Vancouver, BC V5P 2B7",https://platinumfinishing.ca,(604) 721-5931,"General Contractor,Painting Contractors,Home Improvement,Floor Installation,Home Renovation,Residential Painter,Commercial Painting Contractors,Interior Finishing,Tile Installation,Millwork"
https://www.bbb.org/ca/bc/vancouver/profile/general-contractor/ocean-west-construction-ltd-0037-134680,134680,Ocean West Construction Ltd.,"113 1083 E Kent St N, Vancouver, BC V5X 4V9",http://oceanwestconstruction.com,(604) 324-3531,"General Contractor,Home Improvement,Pressure Washing,Framing Contractors,Seal Coating,Home Renovation,Concrete Repair,Protective Coatings,Building Envelope Restoration,Scaffolding"
https://www.bbb.org/ca/bc/vancouver/profile/funeral-homes/amherst-funeral-and-cremation-services-inc-0037-1256460,1256460,Amherst Funeral and Cremation Services Inc.,"1209 207 W Hastings St, Vancouver, BC V6B 1H7",https://www.amherstcremation.com,(604) 831-3023,"Funeral Homes,Cremation,Funeral Escort,Funeral Services,Funeral Director"
https://www.bbb.org/ca/bc/vancouver/profile/fundraising-counselors-and-organizations/metasoft-systems-inc-0037-129328,129328,Metasoft Systems Inc.,"300 353 Water St, Vancouver, BC V6B 1B8",http://foundationsearch.ca,(604) 683-6711,"Fundraising Counselors and Organizations,Web Design,Online Education,Computer Software Developers,Grant, Scholarship and Financial Aid Finder Service"
https://www.bbb.org/ca/bc/vancouver/profile/fire-safety-supplies/rc-fire-prevention-safety-supplies-0037-191017,191017,RC Fire Prevention & Safety Supplies,"2728 Eton St, Vancouver, BC V5K 1K3",http://rcfire.com,(604) 929-3473,"Fire Safety Supplies,Sprinkler System,Backflow Testing,Smoke Alarm Systems,Fire sprinklers,Fire Extinguisher,Fire Safety Equipment,Fire Protection Consultant,Fire Emergency,Backflow Prevention Devices"
https://www.bbb.org/ca/bc/vancouver/profile/financing-consultants/solguard-financial-ltd-0037-113973,113973,Solguard Financial Ltd.,"1100 1075 W Georgia St, Vancouver, BC V6E 3C9",https://solguard.com,(604) 688-9577,"Financing Consultants,Tax Consultant,Retirement Planning Services,Estate Planning and Management,No License Required Financial Consultants"
